retiro,entrega,tamano,opcion_de_entrega,cantidad_de_paquetes,cantidad_de_asistentes,lat_retiro,lng_retiro,lat_entrega,lng_entrega,km,precio
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2226
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2836
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3446
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,442
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1052
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1662
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2272
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2882
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3492
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,488
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1098
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1708
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2318
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2928
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3538
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,533
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1143
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1753
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2363
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2973
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3583
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,579
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1189
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1799
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2409
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3019
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3629
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,625
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1235
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1845
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2455
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3065
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3675
